       32	2019-04-02 09:25:59	1	0	1	0
       48	2019-04-02 09:26:25	1	0	1	0
     1031	2019-04-02 09:26:33	1	0	1	0
       28	2019-04-02 09:26:38	1	0	1	0
     2051	2019-04-02 09:26:59	1	0	1	0
       41	2019-04-02 09:27:17	1	0	1	0
       44	2019-04-02 09:27:56	1	0	1	0
       33	2019-04-02 09:31:21	1	0	1	0
       24	2019-04-02 09:46:46	1	0	1	0
        3	2019-04-02 09:58:19	1	0	1	0
        9	2019-04-02 10:31:05	1	0	1	0
       27	2019-04-02 10:35:35	1	0	1	0
     1060	2019-04-02 11:38:51	1	0	1	0
       29	2019-04-02 11:45:34	1	0	1	0
       24	2019-04-02 12:25:27	1	1	1	0
       41	2019-04-02 12:58:09	1	1	1	0
       41	2019-04-02 13:08:02	1	0	1	0
       42	2019-04-02 14:08:47	1	0	1	0
       28	2019-04-02 14:32:03	1	1	1	0
       41	2019-04-02 14:32:50	1	1	1	0
        1	2019-04-02 14:42:27	1	1	1	0
       28	2019-04-02 15:14:46	1	0	1	0
       41	2019-04-02 15:30:54	1	0	1	0
       42	2019-04-02 15:35:24	1	1	1	0
        9	2019-04-02 16:06:17	1	1	1	0
     2051	2019-04-02 17:03:15	1	1	1	0
       28	2019-04-02 17:27:47	1	1	1	0
        1	2019-04-02 17:31:37	1	0	1	0
       41	2019-04-02 18:39:37	1	1	1	0
       33	2019-04-02 18:41:28	1	1	1	0
       29	2019-04-02 18:42:39	1	1	1	0
        1	2019-04-02 18:58:12	1	1	1	0
     1060	2019-04-02 19:26:11	1	1	1	0
     1031	2019-04-02 19:26:18	1	1	1	0
        3	2019-04-02 19:50:33	1	1	1	0
       28	2019-04-03 07:17:17	1	0	1	0
     1060	2019-04-03 07:58:17	1	0	1	0
       33	2019-04-03 07:58:43	1	0	1	0
       28	2019-04-03 08:00:38	1	1	1	0
     2051	2019-04-03 08:21:18	1	0	1	0
       44	2019-04-03 08:21:26	1	0	1	0
       32	2019-04-03 09:07:31	1	0	1	0
       47	2019-04-03 09:07:51	1	0	1	0
       29	2019-04-03 09:23:14	1	0	1	0
       28	2019-04-03 09:26:22	1	0	1	0
       41	2019-04-03 09:26:42	1	0	1	0
       24	2019-04-03 09:51:35	1	0	1	0
       17	2019-04-03 09:52:37	1	0	1	0
       48	2019-04-03 10:00:23	1	0	1	0
     1031	2019-04-03 10:00:29	1	0	1	0
     1054	2019-04-03 10:19:51	1	0	1	0
        3	2019-04-03 10:48:06	1	0	1	0
        1	2019-04-03 10:59:26	1	0	1	0
       27	2019-04-03 11:08:39	1	0	1	0
       24	2019-04-03 12:15:30	1	1	1	0
       17	2019-04-03 12:15:32	1	1	1	0
       33	2019-04-03 13:23:50	1	1	1	0
        1	2019-04-03 13:27:24	1	1	1	0
       28	2019-04-03 13:30:56	1	1	1	0
       17	2019-04-03 13:42:11	1	0	1	0
       24	2019-04-03 13:42:13	1	0	1	0
       47	2019-04-03 13:51:49	1	1	1	0
       33	2019-04-03 13:56:47	1	0	1	0
       28	2019-04-03 14:30:22	1	0	1	0
       41	2019-04-03 14:30:39	1	0	1	0
        1	2019-04-03 14:50:33	1	0	1	0
       47	2019-04-03 15:43:12	1	1	1	0
       24	2019-04-03 15:51:41	1	1	1	0
       17	2019-04-03 15:52:05	1	1	1	0
       28	2019-04-03 16:08:46	1	1	1	0
       24	2019-04-03 16:15:42	1	0	1	0
       17	2019-04-03 16:15:43	1	0	1	0
     1031	2019-04-03 16:32:07	1	1	1	0
     2051	2019-04-03 16:38:28	1	1	1	0
       28	2019-04-03 16:48:52	1	0	1	0
       33	2019-04-03 17:16:07	1	1	1	0
       47	2019-04-03 17:49:39	1	1	1	0
       17	2019-04-03 17:55:31	1	1	1	0
       24	2019-04-03 18:26:58	1	1	1	0
       28	2019-04-03 18:36:23	1	1	1	0
       32	2019-04-03 18:50:53	1	1	1	0
     1060	2019-04-03 18:53:33	1	1	1	0
       29	2019-04-03 19:11:19	1	1	1	0
        1	2019-04-03 19:12:52	1	1	1	0
        3	2019-04-03 19:49:43	1	1	1	0
     1060	2019-04-04 08:01:52	1	0	1	0
       33	2019-04-04 08:02:04	1	0	1	0
       41	2019-04-04 08:02:20	1	0	1	0
       28	2019-04-04 08:17:40	1	0	1	0
     2051	2019-04-04 08:24:10	1	0	1	0
       44	2019-04-04 08:30:46	1	0	1	0
       32	2019-04-04 08:35:35	1	0	1	0
     1030	2019-04-04 08:45:56	1	0	1	0
       47	2019-04-04 09:04:29	1	0	1	0
        3	2019-04-04 09:08:26	1	0	1	0
     1067	2019-04-04 09:27:17	1	0	1	0
       29	2019-04-04 09:27:22	1	0	1	0
       48	2019-04-04 09:30:07	1	0	1	0
       28	2019-04-04 09:40:52	1	1	1	0
       17	2019-04-04 09:49:25	1	0	1	0
        1	2019-04-04 09:51:38	1	0	1	0
       28	2019-04-04 10:22:22	1	0	1	0
     1030	2019-04-04 11:11:59	1	1	1	0
     1067	2019-04-04 11:12:22	1	1	1	0
       27	2019-04-04 11:21:45	1	0	1	0
       48	2019-04-04 11:29:49	1	1	1	0
     1031	2019-04-04 11:56:17	1	0	1	0
       28	2019-04-04 12:08:38	1	1	1	0
     1067	2019-04-04 12:15:06	1	0	1	0
     1030	2019-04-04 12:15:13	1	0	1	0
        1	2019-04-04 12:23:00	1	1	1	0
       32	2019-04-04 13:10:03	1	1	1	0
       33	2019-04-04 13:10:35	1	1	1	0
       48	2019-04-04 13:28:55	1	0	1	0
       28	2019-04-04 13:29:00	1	0	1	0
     1031	2019-04-04 13:30:32	1	1	1	0
       33	2019-04-04 13:33:25	1	0	1	0
       32	2019-04-04 13:33:29	1	0	1	0
        1	2019-04-04 13:53:18	1	0	1	0
     1067	2019-04-04 14:18:37	1	1	1	0
       41	2019-04-04 14:24:36	1	1	1	0
       41	2019-04-04 14:39:28	1	0	1	0
        1	2019-04-04 14:51:09	1	1	1	0
     1030	2019-04-04 15:06:34	1	1	1	0
     1030	2019-04-04 15:32:18	1	0	1	0
       47	2019-04-04 15:33:00	1	1	1	0
     1030	2019-04-04 15:37:26	1	1	1	0
        1	2019-04-04 15:37:35	1	0	1	0
       33	2019-04-04 16:01:20	1	1	1	0
       29	2019-04-04 16:45:13	1	1	1	0
