     1060	2019-05-01 08:31:59	1	0	1	0
       47	2019-05-01 08:53:57	1	0	1	0
       44	2019-05-01 08:54:00	1	0	1	0
       33	2019-05-01 08:59:19	1	0	1	0
     2051	2019-05-01 09:21:41	1	0	1	0
       27	2019-05-01 10:08:49	1	0	1	0
       29	2019-05-01 10:19:16	1	0	1	0
     2057	2019-05-01 10:32:00	1	0	1	0
       28	2019-05-01 11:24:15	1	0	1	0
     1033	2019-05-01 11:31:30	1	0	1	0
     1033	2019-05-01 12:59:10	1	1	1	0
       44	2019-05-01 13:00:50	1	1	1	0
     1044	2019-05-01 13:05:29	1	0	1	0
     2057	2019-05-01 13:32:41	1	1	1	0
       28	2019-05-01 14:36:16	1	1	1	0
     2051	2019-05-01 14:59:51	1	1	1	0
       29	2019-05-01 14:59:58	1	1	1	0
       29	2019-05-01 15:00:04	1	0	1	0
       47	2019-05-01 15:06:26	1	1	1	0
     2051	2019-05-01 15:46:50	1	0	1	0
     1060	2019-05-01 17:08:24	1	1	1	0
     2051	2019-05-01 17:11:24	1	1	1	0
       33	2019-05-01 18:49:08	1	1	1	0
       29	2019-05-01 18:59:34	1	1	1	0
     1081	2019-05-02 07:34:49	1	0	1	0
     1060	2019-05-02 07:57:32	1	0	1	0
       14	2019-05-02 08:07:15	1	0	1	0
     1080	2019-05-02 08:09:58	1	0	1	0
       44	2019-05-02 08:10:03	1	0	1	0
     1080	2019-05-02 08:13:18	1	1	1	0
     1067	2019-05-02 08:18:10	1	0	1	0
       28	2019-05-02 08:25:49	1	0	1	0
       10	2019-05-02 08:27:34	1	0	1	0
       10	2019-05-02 08:27:40	1	0	1	0
       48	2019-05-02 08:41:33	1	0	1	0
     1078	2019-05-02 08:48:04	1	0	1	0
       13	2019-05-02 08:49:25	1	0	1	0
       33	2019-05-02 08:58:42	1	0	1	0
        7	2019-05-02 09:02:14	1	0	1	0
       50	2019-05-02 09:02:21	1	0	1	0
     1030	2019-05-02 09:05:43	1	0	1	0
       32	2019-05-02 09:07:53	1	0	1	0
     1080	2019-05-02 09:08:28	1	0	1	0
     1081	2019-05-02 09:08:36	1	0	1	0
     1066	2019-05-02 09:12:22	1	0	1	0
       28	2019-05-02 09:17:08	1	1	1	0
     1082	2019-05-02 09:18:17	1	0	1	0
       41	2019-05-02 09:18:40	1	0	1	0
        5	2019-05-02 09:23:27	1	0	1	0
        5	2019-05-02 09:23:28	1	0	1	0
        6	2019-05-02 09:23:36	1	0	1	0
       21	2019-05-02 09:33:24	1	0	1	0
       12	2019-05-02 09:36:38	1	0	1	0
       29	2019-05-02 09:46:07	1	0	1	0
       22	2019-05-02 09:47:52	1	0	1	0
       28	2019-05-02 09:50:18	1	0	1	0
     1033	2019-05-02 09:53:43	1	0	1	0
       29	2019-05-02 09:54:12	1	1	1	0
       32	2019-05-02 09:54:48	1	1	1	0
       27	2019-05-02 09:56:34	1	0	1	0
     1083	2019-05-02 10:02:20	1	0	1	0
        3	2019-05-02 10:07:05	1	0	1	0
     2051	2019-05-02 10:09:23	1	0	1	0
        1	2019-05-02 10:25:49	1	0	1	0
     1031	2019-05-02 10:44:15	1	0	1	0
       24	2019-05-02 11:18:19	1	0	1	0
       47	2019-05-02 12:00:22	1	0	1	0
       10	2019-05-02 12:04:54	1	1	1	0
       44	2019-05-02 12:10:46	1	1	1	0
       48	2019-05-02 12:10:54	1	1	1	0
        6	2019-05-02 12:11:45	1	1	1	0
        5	2019-05-02 12:11:53	1	1	1	0
     1060	2019-05-02 12:30:15	1	1	1	0
       21	2019-05-02 12:30:45	1	1	1	0
     1081	2019-05-02 12:35:49	1	1	1	0
     1083	2019-05-02 12:36:07	1	1	1	0
     1083	2019-05-02 12:36:08	1	1	1	0
       20	2019-05-02 12:37:31	1	0	1	0
       48	2019-05-02 12:45:53	1	0	1	0
     1030	2019-05-02 12:46:12	1	1	1	0
        6	2019-05-02 12:52:57	1	1	1	0
        6	2019-05-02 12:53:02	1	0	1	0
        5	2019-05-02 12:53:08	1	0	1	0
       22	2019-05-02 13:00:58	1	0	1	0
       22	2019-05-02 13:01:18	1	1	1	0
        2	2019-05-02 13:08:21	1	0	1	0
     1078	2019-05-02 13:13:03	1	1	1	0
     1033	2019-05-02 13:14:12	1	1	1	0
       28	2019-05-02 13:16:41	1	1	1	0
       50	2019-05-02 13:25:55	1	1	1	0
       22	2019-05-02 13:31:51	1	0	1	0
     1044	2019-05-02 13:34:35	1	0	1	0
     1030	2019-05-02 13:41:21	1	0	1	0
     1080	2019-05-02 13:47:12	1	0	1	0
     1083	2019-05-02 13:47:19	1	0	1	0
     1082	2019-05-02 13:47:28	1	0	1	0
     1081	2019-05-02 13:50:24	1	0	1	0
       44	2019-05-02 14:17:13	1	0	1	0
       24	2019-05-02 14:27:42	1	1	1	0
       28	2019-05-02 14:36:31	1	0	1	0
       28	2019-05-02 14:39:09	1	1	1	0
     1067	2019-05-02 14:41:10	1	1	1	0
       50	2019-05-02 14:43:40	1	0	1	0
       28	2019-05-02 15:38:23	1	0	1	0
       24	2019-05-02 15:40:01	1	0	1	0
       33	2019-05-02 15:49:10	1	1	1	0
       29	2019-05-02 16:01:06	1	0	1	0
       32	2019-05-02 16:01:08	1	0	1	0
       41	2019-05-02 16:09:03	1	1	1	0
     1060	2019-05-02 16:22:34	1	0	1	0
        5	2019-05-02 16:49:31	1	1	1	0
     1066	2019-05-02 16:50:17	1	1	1	0
        5	2019-05-02 16:59:35	1	0	1	0
       41	2019-05-02 17:17:28	1	0	1	0
       14	2019-05-02 17:35:26	1	1	1	0
       12	2019-05-02 17:38:18	1	1	1	0
       41	2019-05-02 17:39:34	1	1	1	0
       48	2019-05-02 17:40:00	1	1	1	0
       47	2019-05-02 17:42:50	1	1	1	0
     1083	2019-05-02 17:43:59	1	1	1	0
     1080	2019-05-02 17:44:10	1	1	1	0
       28	2019-05-02 17:47:47	1	1	1	0
       29	2019-05-02 17:49:41	1	1	1	0
       32	2019-05-02 17:49:46	1	1	1	0
     2051	2019-05-02 17:49:52	1	1	1	0
       50	2019-05-02 17:50:38	1	1	1	0
     1030	2019-05-02 17:53:33	1	1	1	0
     1081	2019-05-02 18:01:17	1	1	1	0
     1082	2019-05-02 18:06:39	1	1	1	0
       24	2019-05-02 18:08:44	1	1	1	0
        3	2019-05-02 18:13:26	1	1	1	0
       44	2019-05-02 18:16:22	1	1	1	0
        5	2019-05-02 18:37:51	1	1	1	0
        6	2019-05-02 18:38:54	1	1	1	0
     1044	2019-05-02 18:40:46	1	1	1	0
       22	2019-05-02 18:44:55	1	1	1	0
        1	2019-05-02 19:13:22	1	1	1	0
       20	2019-05-02 19:17:56	1	1	1	0
       13	2019-05-02 19:18:01	1	1	1	0
     1080	2019-05-03 07:39:51	1	0	1	0
       33	2019-05-03 08:01:36	1	0	1	0
     1080	2019-05-03 08:04:00	1	1	1	0
     1078	2019-05-03 08:16:55	1	1	1	0
       50	2019-05-03 08:17:07	1	0	1	0
     1078	2019-05-03 08:17:12	1	0	1	0
       10	2019-05-03 08:28:47	1	0	1	0
       44	2019-05-03 08:32:32	1	0	1	0
       32	2019-05-03 08:43:12	1	0	1	0
       15	2019-05-03 08:44:22	1	0	1	0
        8	2019-05-03 08:44:42	1	0	1	0
        7	2019-05-03 08:49:43	1	0	1	0
        5	2019-05-03 09:03:45	1	0	1	0
        6	2019-05-03 09:03:53	1	0	1	0
     1082	2019-05-03 09:09:49	1	0	1	0
     1080	2019-05-03 09:09:54	1	0	1	0
     1083	2019-05-03 09:09:58	1	0	1	0
     1066	2019-05-03 09:12:51	1	0	1	0
